id,name,type,prop1,prop1_val,prop2,prop2_val,element,elem_val,contribute,sellprice,equippos,level,BuyingPrice,SellingPrice,ItemDescription,unk1,unk2,unk3,unk4,unk5,unk6,unk9,unk10,unk11,unk12,unk13,unk14,unk15,unk16
37473,ดีบุกเหลี่ยม,44,0,0,0,0,0,-100,17,25,0,0,0,10,หินดีบุกที่รูปร่างเป็นสี่เหลี่ยม,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37474,หินดีบุกเขี้ยว,44,0,0,0,0,0,-100,17,26,0,0,0,10,หินดีบุกที่รูปร่างเหมือนฟันเขี้ยว,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37475,หินดีบุกกลม,44,0,0,0,0,0,-100,17,27,0,0,0,10,หินดีบุกคุณภาพดีกลมเกลี้ยง,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37476,หินดีบุกเขียว,44,0,0,0,0,0,-100,17,28,0,0,0,10,หินดีบุกมีประกายแสงสีเขียว,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37477,หินดีบุกหนัก,44,0,0,0,0,0,-100,17,29,0,0,0,11,หินดีบุกมีประกายแสงสีดำลึก,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37478,หินดีบุกดำ,44,0,0,0,0,0,-100,17,30,0,0,0,11,หินดีบุกมีประกายแสงสีดำลึก,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37479,หินดีบุกแข็ง,44,0,0,0,0,0,-100,17,31,0,0,0,11,หินดีบุกมีประกายแสงสีทอง,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37480,ดีบุกเสริมกล้า,44,0,0,0,0,0,-100,17,32,0,0,0,11,หินดีบุกคุณภาพแข็งเหนียว,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37481,ดีบุกแสงกล้า,44,0,0,0,0,0,-100,17,33,0,0,0,11,หินดีบุกที่ผ่านการหลอมขั้นต้นแล้ว,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37482,หินดีบุกสูง,44,0,0,0,0,0,-100,17,34,0,0,0,12,หินดีบุกที่ค่อนข้างชั้นสูง,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37483,หินดีบุกหายาก,44,0,0,0,0,0,-100,17,35,0,0,0,12,หินดีบุกคุณภาพบริสุทธิ์ไร้ราคีพบเห็นได้ยากมาก,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37484,ดีบุกหัวใจธรณี,44,0,0,0,0,0,-100,17,36,0,0,0,12,หินดีบุกคุณภาพดีจากชั้นแร่ที่ลึกมาก,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37485,หินดีบุกสงวน,44,0,0,0,0,0,-100,17,37,0,0,0,12,หินดีบุกธรรมดาไม่มีอะไรพิสดาร,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37486,หินดีบุกสงวน,44,0,0,0,0,0,-100,17,38,0,0,0,12,หินดีบุกธรรมดาไม่มีอะไรพิสดาร,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37487,หินดีบุกสงวน,44,0,0,0,0,0,-100,17,39,0,0,0,13,หินดีบุกธรรมดาไม่มีอะไรพิสดาร,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37488,ดีบุกมังกรมายา,44,0,0,0,0,0,-100,17,30,0,0,0,11,หินดีบุกที่มีเฉพาะที่เขาเศียรมังกรเท่านั้น,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48001,หุ่นมนุษย์ฟาง,48,0,0,0,0,0,-100,0,2,0,0,0,2,ใช้แล้วสามารถแปลงกายเป็นมนุษย์ฟาง,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48002,ตุ๊กตาซาละเปา,48,0,0,0,0,0,-100,0,3,0,0,0,3,ใช้แล้วสามารถแปลงกายเป็นซาละเปาเนื้อ,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48003,หุ่นซาละเปาไข่,48,0,0,0,0,0,-100,0,3,0,0,0,3,ใช้แล้วสามารถแปลงกายเป็นซาละเปาเนื้อไข่แดง,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48004,ตุ๊กตาจูล่ง,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงกายเป็นจูล่ง,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48005,ตุ๊กตาเตียวก๊ก,48,0,0,0,0,0,-100,0,4,0,0,0,4,ใช้แล้วสามารถแปลงกายเป็นเตียวก๊ก,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48006,ตุ๊กตาหญิงสาว,48,0,0,0,0,0,-100,0,2,0,0,0,2,ใช้แล้วสามารถแปลงกายเป็นหญิงชาวบ้าน,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48007,ตุ๊กตาสวินไฉ่,48,0,0,0,0,0,-100,0,3,0,0,0,3,ใช้แล้วสามารถแปลงกายเป็นสวินไฉ่,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48008,ตุ๊กตาโสมคน,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงกายเป็นตัวประหลาดโสม,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48009,ตุ๊กตาจิวยี่,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นจิวยี่,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48010,ตุ๊กตาลกซุน,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นลกซุน,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48011,ตุ๊กตาแฮหัวตุน,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นแฮหัวตุ้นตาเดียว,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48012,ตุ๊กตาบังทอง,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นบังทอง,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48013,ตุ๊กตาซุนกวน,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นซุนกวน,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48014,ตุ๊กตาลิโป้,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นลิโป้,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48015,ตุ๊กตาเตียนอุย,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นเตียนอุย,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48016,ตุ๊กตาเคาทู,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นเคาทู,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48017,ตุ๊กตาลิงป่า,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นลิงป่า,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48018,ตุ๊กตาหมี,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นหมี,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48019,หุ่นมะเขือเทศ,48,0,0,0,0,0,-100,0,5,0,0,0,5,เมื่อใช้แล้วสามารถแปลงร่างเป็นปีศาจมะเขือเทศ,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48020,เปี้ยนเปี้ยน,48,0,0,0,0,0,-100,0,5,0,0,0,5,เมื่อใช้แล้วสามารถแปลงร่างเป็นตัวประหลาดเปี้ยนเปี้ยน,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48021,ตุ๊กตาฟักทอง,48,0,0,0,0,0,-100,0,5,0,0,0,5,เมื่อใช้แล้วสามารถแปลงร่างเป็นภูตฟักทอง,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48022,ตุ๊กตาขงเบ้ง,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นขงเบ้ง,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48023,ตุ๊กตาต้าเฉียว,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นต้าเฉียว,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48024,หุ่นเสี่ยวเฉีย,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นเสี่ยวเฉียว,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48025,ตุ๊กตาดาวอัคคี,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นดาวอัคคีธรรม,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48026,ตุ๊กตาสุมาอี้,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นสุมาอี้,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48027,ตุ๊กตาเปยหมีฮู,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นเปยหมีฮู,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48028,ตุ๊กตาซุนซั่ง,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นซุนซั่งเซียง,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48029,ตุ๊กตาม้าเฉียว,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นม้าเฉียว,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48030,หุ่นเตียวเสียน,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นเตียวเสี้ยน,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48031,ตุ๊กตาตั๋งโต๊ะ,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นตั๋งโต๊ะ,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48032,ตุ๊กตาเจินมี่,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นเจินมี่,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48033,ตุ๊กตาแพนด้า,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นแพนด้า,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48034,หุ่นเทพสมบัติ,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นเทพสมบัติ,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48035,ตุ๊กตาสิงโต,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นสิงโตมงคลปีใหม่,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48036,ตุ๊กตาบัวลอย,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วจะแปลงร่างเป็นบัวลอยขาวล้วน,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48037,ตุ๊กตาหยวนเซียว,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วจะแปลงร่างเป็นพี่ใหญ่หยวนเซียว,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48038,ตุ๊กตาโจโฉ,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นโจโฉ,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48039,ตุ๊กตาเล่าปี่,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นเล่าปี่,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48040,ตุ๊กตาคิวปิด,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นปาโต้เยาคิวปิด,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48041,ตุ๊กตาเสือ,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นเสือเหลียวตง,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48042,ตุ๊กตากัวหนี่,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นกัวหนี่หวัง,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48043,ตุ๊กตาเฟิงเอ๋อ,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นเฟิ่งเอ๋อ,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48044,ตุ๊กตาเตียเอ๋อ,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นเตี๋ยเอ๋อ,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48045,ตุ๊กตาเย่อิง,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นหวงเย่อิง,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48046,ตุ๊กตาซาเหนียง,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นเป้าซานเหนียง,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48047,ตุ๊กตาเหวินจี,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นไช่เหวินจี,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48048,ตุ๊กตาเอ้อหลาง,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นเทพเอ้อหลาง,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48049,ตุ๊กตานาจา,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นนาจา,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48050,ตุ๊กตามัจจุราช,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นมัจจุราช,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48051,ตุ๊กตาค้างคาว,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นจ้าวค้างคาวผี,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48052,ตุ๊กตาเฮยอู๋,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นเฮยอู๋ฉาง,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48053,ตุ๊กตาไป๋อู๋,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นไป๋อู๋ฉาง,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48054,ตุ๊กตากระต่าย,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นกระต่ายหยก,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48055,ตุ๊กตาฉางเอ๋อ,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นฉางเอ๋อ,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48056,ตุ๊กตากวาง,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แปลงร่างเป็นกวางเรนเดียร์คริสมาสต์,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48057,ตุ๊กตาเตียวหุย,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นเตียวหุย,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48058,ตุ๊กตากวนอู,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นกวนอู,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48059,ตุ๊กตาฮองตง,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นฮองตง,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48060,ตุ๊กตากวนอิ๋น,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นกวนอิ๋นผิง,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48061,ตุ๊กตาหยางซิว,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นหยางซิว,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48062,ตุ๊กตาฮ่องเต้,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แปลงร่างเป็นเง็กเซียนฮ่องเต้,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48063,ตุ๊กตาเทพมารดร,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นเทพมารดร,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48064,ตุ๊กตาโจวกง,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นโจวกง,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48065,ตุ๊กตาภูต,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นภูตนพกาฬ,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48066,ตุ๊กตาเยาทอง,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นปาโต้เยาทอง,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48067,ตุ๊กตาเยามาร,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นปาโต้เยามาร,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48068,ตุ๊กตาโคมไฟ,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นโคมไฟ,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48069,ตุ๊กตาจินไหลฝู,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นจินไหลฝู,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48070,ตุ๊กตาถุงหอม,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นเยาถุงหอม,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48071,ตุ๊กตาผีดิบ,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงร่างเป็นเด็กวิญญาณ,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48072,ตุ๊กตาสิบละ,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงกายเป็นผู้เฒ่าสิบละ,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48073,ตุ๊กตาฮ่องเต้,48,0,0,0,0,0,-100,0,5,0,0,0,0,ใช้แล้วสามารถแปลงกายเป็นฮ่องเต้ฮั่น,0,0,5,0,31,0,0,0,0,0,0,0,0,0
48074,ตุ๊กตาหมูทอง,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงกายเป็นยอดเซียนหมูทอง,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48075,ตุ๊กตาปลอมตัว,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถปลอมตัวเป็นหลี่ข่าย,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48076,กล่องปลอมตัว,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถปลอมตัวเป็นทหารหนานจง,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48077,ตุ๊กตาหยาง,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงกายเป็นหยางเหยียน,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48078,ตุ๊กตานักระบำ,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงกายเป็นนักระบำชุดสี,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48079,ตุ๊กตาต้าเซียน,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงกายเป็นขนมไหว้พระจันทร์ต้าเซียน!,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48080,ตุ๊กตาชาเขียว,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถแปลงกายเป็นขนมไหว้พระจันทร์ชาเขียว!,0,0,5,0,12,0,0,0,0,0,0,0,0,0
48081,ตุ๊กตาทหารหวาย,48,0,0,0,0,0,-100,0,5,0,0,0,5,ใช้แล้วสามารถปลอมตัวเป็นทหารเกราะหวาย,0,0,5,0,12,0,0,0,0,0,0,0,0,0
49001,ม้ามีชื่อ,49,64,1,0,0,0,-100,0,1,0,0,0,1,ล่อใจขุนพลทำให้ระดับความซื่อสัตย์ของขุนพลเพิ่มสูงขึ้น,0,0,0,0,140,0,0,0,125,0,0,0,0,0
49002,ม้าพันธุ์ดี,49,64,2,0,0,0,-100,0,2,0,0,0,2,ล่อใจขุนพลทำให้ระดับความซื่อสัตย์ของขุนพลเพิ่มสูงขึ้น,0,0,0,0,140,5,0,0,275,0,0,0,0,0
49003,ม้าพันลี้,49,64,3,0,0,0,-100,0,3,0,0,0,3,ล่อใจขุนพลทำให้ระดับความซื่อสัตย์ของขุนพลเพิ่มสูงขึ้น,0,0,0,0,140,0,0,0,0,0,0,0,0,0
49004,ม้าชั้นดี,49,64,4,0,0,0,-100,0,4,0,0,0,4,ล่อใจขุนพลทำให้ระดับความซื่อสัตย์ของขุนพลเพิ่มสูงขึ้น,0,0,0,0,140,0,0,0,0,0,0,0,0,0
49005,ภาพหมึกโบราณ,49,64,9,0,0,0,-100,0,9,0,0,0,9,ล่อใจขุนพลทำให้ระดับความซื่อสัตย์ของขุนพลเพิ่มสูงขึ้น,0,0,0,0,140,0,0,0,0,0,0,0,0,0
49006,กลอนห้าคำ,49,64,10,0,0,0,-100,0,10,0,0,0,10,ล่อใจขุนพลทำให้ระดับความซื่อสัตย์ของขุนพลเพิ่มสูงขึ้น,0,0,0,0,140,0,0,0,0,0,0,0,0,0
49007,ภาพทิวทัศน์,49,64,11,0,0,0,-100,0,11,0,0,0,11,ล่อใจขุนพลทำให้ระดับความซื่อสัตย์ของขุนพลเพิ่มสูงขึ้น,0,0,0,0,140,0,0,0,0,0,0,0,0,0
49008,บทเพลงรัฐฉู่,49,64,12,0,0,0,-100,0,12,0,0,0,12,ล่อใจขุนพลทำให้ระดับความซื่อสัตย์ของขุนพลเพิ่มสูงขึ้น,0,0,0,1,140,0,0,0,0,0,0,0,0,0
49009,หญิงรับใช้,49,64,5,0,0,0,-100,0,5,0,0,0,5,ล่อใจขุนพลทำให้ระดับความซื่อสัตย์ของขุนพลเพิ่มสูงขึ้น,0,0,0,0,140,0,0,0,0,0,0,0,0,0
49010,หญิงงาม,49,64,6,0,0,0,-100,0,6,0,0,0,6,ล่อใจขุนพลทำให้ระดับความซื่อสัตย์ของขุนพลเพิ่มสูงขึ้น,0,0,0,0,140,0,0,0,0,0,0,0,0,0
49011,หญิงเก่ง,49,64,7,0,0,0,-100,0,7,0,0,0,7,ล่อใจขุนพลทำให้ระดับความซื่อสัตย์ของขุนพลเพิ่มสูงขึ้น,0,0,0,0,140,0,0,0,0,0,0,0,0,0
49012,หญิงเลื่องชื่อ,49,64,8,0,0,0,-100,0,8,0,0,0,8,ล่อใจขุนพลทำให้ระดับความซื่อสัตย์ของขุนพลเพิ่มสูงขึ้น,0,0,0,0,140,0,0,0,0,0,0,0,0,0
49013,ภาพเทพธิดา,49,64,3,0,0,0,-100,0,3,0,0,0,3,ล่อใจขุนพลทำให้ระดับความซื่อสัตย์ของขุนพลเพิ่มสูงขึ้น,0,0,0,0,140,0,0,0,0,0,0,0,0,0
49014,ภาพเจาจวิน,49,64,1,0,0,0,-100,0,1,0,0,0,1,ล่อใจขุนพลทำให้ระดับความซื่อสัตย์ของขุนพลเพิ่มสูงขึ้น,0,0,0,0,140,0,0,0,0,0,0,0,0,0
49015,ม้ามีชื่อ,49,64,1,0,0,0,-100,0,1,0,0,0,1,ล่อใจขุนพลทำให้ระดับความซื่อสัตย์ของขุนพลเพิ่มสูงขึ้น,0,0,0,0,143,0,0,0,0,0,0,0,0,0
49016,ม้าพันธุ์ดี,49,64,2,0,0,0,-100,0,2,0,0,0,1,ล่อใจขุนพลทำให้ระดับความซื่อสัตย์ของขุนพลเพิ่มสูงขึ้น,0,0,0,0,143,5,0,0,0,0,0,0,0,0
49017,ม้าพันลี้,49,64,3,0,0,0,-100,0,3,0,0,0,1,ล่อใจขุนพลทำให้ระดับความซื่อสัตย์ของขุนพลเพิ่มสูงขึ้น,0,0,0,0,143,0,0,0,0,0,0,0,0,0
49018,ม้าชั้นดี,49,64,4,0,0,0,-100,0,4,0,0,0,1,ล่อใจขุนพลทำให้ระดับความซื่อสัตย์ของขุนพลเพิ่มสูงขึ้น,0,0,0,0,143,0,0,0,0,0,0,0,0,0
49019,ภาพหมึกโบราณ,49,64,9,0,0,0,-100,0,9,0,0,0,1,ล่อใจขุนพลทำให้ระดับความซื่อสัตย์ของขุนพลเพิ่มสูงขึ้น,0,0,0,0,143,0,0,0,0,0,0,0,0,0
49020,กลอนห้าคำ,49,64,10,0,0,0,-100,0,10,0,0,0,1,ล่อใจขุนพลทำให้ระดับความซื่อสัตย์ของขุนพลเพิ่มสูงขึ้น,0,0,0,0,143,0,0,0,0,0,0,0,0,0
49021,ภาพทิวทัศน์,49,64,11,0,0,0,-100,0,11,0,0,0,1,ล่อใจขุนพลทำให้ระดับความซื่อสัตย์ของขุนพลเพิ่มสูงขึ้น,0,0,0,0,143,0,0,0,0,0,0,0,0,0
49022,บทเพลงรัฐฉู่,49,64,12,0,0,0,-100,0,12,0,0,0,1,ล่อใจขุนพลทำให้ระดับความซื่อสัตย์ของขุนพลเพิ่มสูงขึ้น,0,0,0,0,143,0,0,0,0,0,0,0,0,0
49023,หญิงรับใช้,49,64,5,0,0,0,-100,0,5,0,0,0,1,ล่อใจขุนพลทำให้ระดับความซื่อสัตย์ของขุนพลเพิ่มสูงขึ้น,0,0,0,0,143,0,0,0,0,0,0,0,0,0
49024,หญิงงาม,49,64,6,0,0,0,-100,0,6,0,0,0,1,ล่อใจขุนพลทำให้ระดับความซื่อสัตย์ของขุนพลเพิ่มสูงขึ้น,0,0,0,0,143,0,0,0,0,0,0,0,0,0
49025,หญิงเก่ง,49,64,7,0,0,0,-100,0,7,0,0,0,1,ล่อใจขุนพลทำให้ระดับความซื่อสัตย์ของขุนพลเพิ่มสูงขึ้น,0,0,0,0,143,0,0,0,0,0,0,0,0,0
49026,หญิงเลื่องชื่อ,49,64,8,0,0,0,-100,0,8,0,0,0,1,ล่อใจขุนพลทำให้ระดับความซื่อสัตย์ของขุนพลเพิ่มสูงขึ้น,0,0,0,0,143,0,0,0,0,0,0,0,0,0
49027,ภาพเทพธิดา,49,64,3,0,0,0,-100,0,3,0,0,0,1,ล่อใจขุนพลทำให้ระดับความซื่อสัตย์ของขุนพลเพิ่มสูงขึ้น,0,0,0,0,143,0,0,0,0,0,0,0,0,0
49028,ภาพเจาจวิน,49,64,1,0,0,0,-100,0,1,0,0,0,1,ล่อใจขุนพลทำให้ระดับความซื่อสัตย์ของขุนพลเพิ่มสูงขึ้น,0,0,0,0,143,0,0,0,0,0,0,0,0,0
50001,ยาคืนวิญญาณ,50,25,25,0,0,0,-100,22,3,0,0,2000,3,ยาเม็ดทำให้คนตายฟื้นคืนชีพ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
