id,name,type,image1,image2,color1,color2,color3,color4,notPet,unk5,unk6,lvl,hpmax,spmax,hpx,spx,int,atk,def,agi,doanhtrai,exp_bonus,element,skill1,skill2,skill3,drop1,drop2,drop3,drop4,drop5,drop6,unk1,skill4,reborn,unk2,unk3
46042,ทหารม้าราว,37,1265,1001,444444555,877777444,556770660,444444444,1,6,2,45,1079,281,22,8,9,23,21,6,0,0,4,13024,0,0,26234,26234,26264,0,0,0,0,0,2,0,0
46043,ค่ายฝึกหนุน,37,1331,1001,611444444,550760151,760444550,444444444,1,15,7,44,1052,272,21,7,10,23,21,7,0,0,1,10021,0,0,26264,26264,26234,0,0,0,0,0,2,0,0
46044,ทหารหมู่บ้าน,37,1230,1001,444444444,611111111,411222611,444444444,1,5,1,45,1079,281,22,8,8,20,23,8,0,0,3,12022,0,0,26234,26234,26264,0,0,0,0,0,2,0,0
46045,ทหารเยี่ยกล้า,37,1287,1001,444517443,516646550,314444414,444444444,1,6,3,50,1303,303,25,8,9,25,23,11,0,0,2,11022,0,0,26362,26362,27153,0,0,0,0,0,2,0,0
46046,ขุนเยี่ยหาญ,37,1423,1001,650444333,270771240,551250661,444444444,1,2,1,51,1321,301,24,7,9,26,22,13,0,0,1,10021,0,0,27153,27153,26362,0,0,0,0,0,2,0,0
46047,ทหารเยี่ยแล้ง,37,1416,1001,444111333,977777444,569777444,444444444,1,6,4,50,1303,303,25,8,9,24,23,12,0,0,4,13024,0,0,26362,26362,27153,0,0,0,0,0,2,0,0
46048,ทหารเยี่ยคลั่ง,37,1424,1001,444444333,544711555,411522666,444444444,1,2,5,51,1332,301,26,7,8,26,24,10,0,0,3,12022,0,0,27153,27153,26362,0,0,0,0,0,2,0,0
46049,ทหารดาบเยี่ย,37,1415,1001,151333333,161444444,141333444,444444444,1,1,8,56,1461,328,28,8,10,28,26,12,0,0,4,13024,0,0,26365,26365,26235,0,0,0,0,0,2,0,0
46050,จ้าวเวทเยี่ย,37,1425,1001,122444333,111880444,551111444,444444444,1,2,12,57,1496,326,30,7,31,7,32,6,0,0,1,10022,0,0,26235,26235,26365,0,0,0,0,0,2,0,0
46051,โจรกลางบึง,37,1311,1001,146444555,147711444,411444145,444444444,1,1,7,55,1443,318,29,7,30,6,28,8,0,0,2,11021,0,0,26136,26136,26136,0,0,0,0,0,2,0,0
46052,โจรห่วงเหล็ก,37,1342,1001,444444555,940888740,444444666,444444444,1,6,5,56,1467,322,29,7,9,29,27,11,0,0,3,12022,0,0,26136,26136,26136,0,0,0,0,0,2,0,0
46053,ทหารจั่วเตี่ยน,37,1245,1001,444444333,222444540,222431444,444444444,1,20,9,60,1687,350,30,9,10,28,26,14,0,0,1,10021,0,0,26365,26365,26235,0,0,0,0,0,2,0,0
46054,กองสังหาร,37,1229,1001,444178555,159444035,533145146,444444444,1,5,2,62,1738,353,30,8,11,31,31,13,0,0,2,11022,0,0,26235,26235,26365,0,0,0,0,0,2,0,0
46055,ทหารอิ้วเตี่ยน,37,1267,1001,444444555,822722111,611122444,444333444,1,6,6,62,1733,359,29,9,12,30,29,15,0,0,3,12022,0,0,26134,26134,26135,0,0,0,0,0,2,0,0
46056,ค่ายเกราะต่อ,37,1231,1001,444156444,159444444,146985666,444444444,1,5,6,61,1707,360,29,10,8,30,28,14,0,0,4,13024,0,0,26135,26135,26134,0,0,0,0,0,2,0,0
46057,ทหารเรือลอย,37,1264,1001,444122444,161444151,111464444,444444444,1,5,1,64,1801,361,32,8,12,30,30,14,0,0,1,10021,0,0,26366,26366,32008,0,0,0,0,0,2,0,0
46058,ทหารพายหนัก,37,1266,1001,444444555,977888311,666111444,444444444,1,6,1,65,1838,365,34,8,11,33,32,12,0,0,4,13024,0,0,32008,32008,26366,0,0,0,0,0,2,0,0
46059,ทหารกางใบ,37,1330,1001,444159555,444444158,324316145,444444444,1,5,9,64,1795,361,31,8,12,31,29,15,0,0,2,11022,0,0,26366,26366,32008,0,0,0,0,0,2,0,0
46060,ทหารเรือตระเวณ,37,1319,1001,711444333,922722444,444444444,444444444,1,6,7,65,1838,365,34,8,12,32,30,14,0,0,3,12022,0,0,32008,32008,26366,0,0,0,0,0,2,0,0
46061,ค่ายเรือรบใหญ่,37,1246,1001,444444554,640444888,630641741,444444975,1,20,6,70,2118,392,36,9,12,34,32,15,0,0,3,12022,0,0,26361,26361,26200,0,0,0,0,0,2,0,0
46062,ทหารขว้างหิน,37,1337,1001,603444555,111616221,434111444,444444444,1,0,0,71,2163,385,39,7,11,42,37,6,0,0,1,10021,0,0,26200,26200,26361,0,0,0,0,0,2,0,0
46063,ทหารหู่หลิน,37,1378,1001,169444555,138444666,555149666,444444678,1,20,12,70,2124,392,37,9,11,33,33,14,0,0,4,13024,0,0,26201,26201,26201,0,0,0,0,0,2,0,0
46064,ทหารข้ามบึง,37,1263,1001,444444444,147990660,134178146,444444444,1,5,4,72,2180,406,37,10,12,36,34,14,0,0,2,11022,0,0,26201,26201,26201,0,0,0,0,0,2,0,0
46065,หน่วยหมัดร้าย,37,1337,1001,256444554,411711146,265511511,444444444,1,0,0,75,2304,389,44,5,9,45,41,5,0,0,3,12022,0,0,26249,26249,27152,0,0,0,0,0,2,0,0
46066,ขุนทะลวงเขา,37,1335,1001,555444444,641740777,666840666,444444444,1,2,13,76,2302,417,39,9,12,39,37,13,0,0,4,13024,0,0,27152,27152,26249,0,0,0,0,0,2,0,0
46067,ยอดทหารจิ้น,37,1266,1001,444444344,960579456,540560566,444444444,1,6,6,75,2275,419,39,10,12,38,36,14,0,0,1,10021,0,0,27077,27077,26236,0,0,0,0,0,2,0,0
46068,ขุนถุนสั่ว,37,1377,1001,181444444,444161135,133135124,444444444,1,20,1,76,2302,429,39,11,11,38,35,15,0,0,2,11022,0,0,26236,26236,27077,0,0,0,0,0,2,0,0
46069,กล้าตายเจี๋ย,37,1341,1001,222444334,256444333,444444444,444444444,1,6,2,80,2591,434,42,9,12,42,41,14,0,0,1,10021,0,0,26361,26361,26070,0,0,0,0,0,2,0,0
46070,ขุนกล้าเจี๋ย,37,1334,1001,411444333,777611611,611788511,444444444,1,2,4,81,2609,444,40,10,12,43,40,15,0,0,3,12022,0,0,26070,26070,26361,0,0,0,0,0,2,0,0
46071,ทหารประจำเหนือ,37,1378,1001,157444555,350444350,340149260,444444158,1,20,5,80,2585,434,41,9,12,40,43,15,0,0,4,13024,0,0,26361,26361,26070,0,0,0,0,0,2,0,0
46072,ขุนหอมองไกล,37,1063,1001,171444444,444151151,156444466,444444444,1,8,7,81,2621,438,42,9,11,43,43,12,0,0,2,11022,0,0,26070,26070,26361,0,0,0,0,0,2,0,0
46073,หญิงตัดหญ้า,37,1103,1001,444617444,779717555,444444444,444444444,1,14,6,84,2698,457,40,10,13,44,42,18,0,0,4,13024,0,0,26362,26362,27153,0,0,0,0,0,2,0,0
46074,ชาวนาแกร่ง,37,1352,1001,444167333,555444444,166444166,444444444,1,20,15,85,2734,455,41,9,11,46,47,13,0,0,2,11022,0,0,27153,27153,26362,0,0,0,0,0,2,0,0
46075,เร้นกายโลกคลาย,37,1328,1001,743367555,644751256,533444644,444444444,1,3,7,84,2722,438,44,7,52,11,41,12,0,0,3,12023,0,0,26361,26361,32025,0,0,0,0,0,2,0,0
46076,เร้นกายปราชญ์,37,1143,1001,611555555,123444611,444444444,444444444,1,10,3,85,2740,443,42,7,53,10,42,13,0,0,1,10024,0,0,32025,32025,26361,0,0,0,0,0,2,0,0
46077,ทหารธนูแกร่ง,37,1262,1001,525745444,329444222,223444444,444444444,1,5,1,89,2884,477,46,10,13,48,45,15,0,0,1,14036,0,0,26249,26249,26235,0,0,0,0,0,2,0,0
46078,ทหารธนูบิน,37,1142,1001,444444554,444267270,250469460,444444444,1,20,1,90,3093,482,46,10,13,50,44,16,0,0,4,14036,0,0,32026,32026,27080,0,0,0,0,0,2,0,0
46079,ค่ายโล่หนัก,37,1267,1001,444444344,145811134,134511134,444246444,1,6,8,90,3093,469,46,8,12,53,50,9,0,0,2,11022,0,0,27072,27072,27012,0,0,0,0,0,2,0,0
46080,ทหารกล้าเขา,37,1337,1001,111444554,640750112,640530444,444444444,1,0,0,91,3144,473,49,8,10,53,50,8,0,0,3,12022,0,0,27012,27012,27072,0,0,0,0,0,2,0,0
46081,ทหารค่ายหลัก,37,1332,1001,622444555,611722122,230444444,444444444,1,15,8,94,3264,486,53,8,11,48,52,14,0,0,1,10021,0,0,26298,26298,26252,0,0,0,0,0,2,0,0
46082,ทหารกันเมือง,37,1265,1001,444444555,458789444,457268146,444444444,1,6,8,95,3296,490,53,8,12,49,53,14,0,0,2,11022,0,0,26252,26252,26298,0,0,0,0,0,2,0,0
46083,ทหารม้าเสือดาว,37,1467,1001,444555555,460361660,679666250,444444240,1,30,1,94,3264,486,53,8,9,55,51,8,0,0,4,13024,0,0,26188,26188,26071,0,0,0,0,0,2,0,0
46084,ทหารม้าเสือ,37,1467,1001,444111555,633611100,522333333,444444511,1,30,2,95,3296,490,53,8,9,57,54,8,0,0,3,12022,0,0,26071,26071,26188,0,0,0,0,0,2,0,0
46085,ทหารโลหิต,37,1263,1001,444444555,740888555,940699740,444444444,1,5,7,100,3674,523,56,10,13,53,51,13,0,0,3,12022,0,0,26238,26238,27079,0,0,0,0,0,2,0,0
46086,ทหารม้าเหล็ก,37,1467,1001,444222555,444333630,111333640,444444222,1,30,2,101,3714,515,57,8,9,62,57,8,0,0,1,10021,0,0,27079,27079,26238,0,0,0,0,0,2,0,0
46087,ค่ายลอบตี,37,1266,1001,444444554,979988925,765319616,444444444,1,6,5,100,3662,523,54,10,12,55,52,13,0,0,4,13024,0,0,26137,26137,32009,0,0,0,0,0,2,0,0
46088,ทหารม้าหนัก,37,1467,1001,444246555,146145511,148611622,444444145,1,30,1,101,3714,515,57,8,9,62,57,8,0,0,2,11022,0,0,32009,32009,26137,0,0,0,0,0,2,0,0
46089,สายลับ,37,1247,1001,711444333,222888455,333444444,444444444,1,15,3,104,3829,527,59,8,13,60,56,12,0,0,2,11022,0,0,26251,26251,26298,0,0,0,0,0,2,0,0
46090,ทหารหมวกทอง,37,1230,1001,444147444,660148440,650970147,444444444,1,5,6,105,3869,531,60,8,11,59,61,10,0,0,1,10021,0,0,26298,26298,26251,0,0,0,0,0,2,0,0
46091,ทหารเสือหมี,37,1077,1001,611444444,511611444,940641411,444444444,1,8,1,104,3822,527,58,8,12,62,57,11,0,0,3,12022,0,0,32038,32038,26252,0,0,0,0,0,2,0,0
46092,ทหารเหยี่ยวร้า,37,1245,1001,444444555,147444147,151049151,444444444,1,20,2,105,3869,531,60,8,10,61,56,13,0,0,4,13024,0,0,26252,26252,32038,0,0,0,0,0,2,0,0
46093,ค่ายขึ้นเรือรบ,37,1378,1001,711444555,111444730,222641444,444444444,1,20,4,110,4252,565,59,10,13,63,60,14,0,0,1,10021,0,0,26142,26142,26142,0,0,0,0,0,2,0,0
46094,ทหารคุมคลัง,37,1229,1001,444360444,370444250,680470250,444444444,1,5,1,111,4288,569,59,10,15,64,59,12,0,0,4,13024,0,0,26142,26142,26142,0,0,0,0,0,2,0,0
46095,เซี่ยวทหารเรือ,37,1331,1001,533444444,611611555,711444622,444444444,1,15,3,110,4259,565,60,10,12,64,60,13,0,0,3,12021,0,0,32027,32027,26253,0,0,0,0,0,2,0,0
46096,จอมพลังเหยียน,37,1337,1001,145444555,149148111,167111444,444444444,1,0,0,111,4288,569,59,10,13,63,61,13,0,0,2,11022,0,0,26253,26253,32027,0,0,0,0,0,2,0,0
46097,หน่วยกระบี่วาบ,37,1244,1001,444444333,444666565,665611666,444444444,1,20,3,115,4458,579,63,9,12,67,64,12,0,0,4,13024,0,0,27013,27013,26240,0,0,0,0,0,2,0,0
46098,ทหารม้ากวนจง,37,1467,1001,444146555,148245059,740740145,444444146,1,30,2,116,4513,583,66,9,13,68,62,13,0,0,2,11022,0,0,26240,26240,27013,0,0,0,0,0,2,0,0
46099,ทหารหมวกดำ,37,1262,1001,161161444,161444151,222222444,444444444,1,5,3,115,4471,579,65,9,12,66,63,12,0,0,1,10021,0,0,26299,26299,26254,0,0,0,0,0,2,0,0
46100,ทหารม้ายงเลียง,37,1467,1001,444611555,611611422,769666511,444444511,1,30,1,116,4500,583,64,9,13,67,65,13,0,0,3,12022,0,0,26254,26254,26299,0,0,0,0,0,2,0,0
46101,เสือเซียนหอฟ้า,37,1316,1001,444444444,646444744,770660444,444444444,1,0,0,110,6019,565,60,10,12,64,60,13,0,0,1,10021,10026,20025,0,0,0,0,0,0,0,0,2,0,0
46102,เต่าเซียนหอฟ้า,37,1285,1001,444444156,444444444,444444444,444444444,1,0,0,110,6019,565,60,10,12,64,60,13,0,0,2,11022,11025,20026,0,0,0,0,0,0,0,0,2,0,0
46103,หมาป่าหอฟ้า,37,1358,1001,444444622,111444444,722444444,444444444,1,0,0,110,6019,565,60,10,12,64,60,13,0,0,3,12022,12025,20014,0,0,0,0,0,0,0,0,2,0,0
46104,แพนด้าหอฟ้า,37,1382,1001,444444444,140444444,444444444,444444444,1,0,0,110,6019,565,60,10,12,64,60,13,0,0,4,13024,13025,20027,0,0,0,0,0,0,0,0,2,0,0
46105,ชาวนาทุ่ง,37,1057,1001,444444333,569666222,444444444,444444444,1,3,6,120,4923,606,70,10,16,64,66,14,0,0,4,13024,0,0,26025,26025,26025,0,0,0,0,0,2,0,0
46106,หญิงแคนตาลูป,37,1097,1001,444870555,660444630,444444760,444444444,1,13,6,121,4948,610,68,10,15,63,67,15,0,0,1,10021,0,0,26025,26025,26025,0,0,0,0,0,2,0,0
46107,หญิงองุ่น,37,1008,1001,444522555,611579511,444444444,444444444,1,14,6,120,4910,606,68,10,16,64,67,13,0,0,3,12022,0,0,26097,26097,26097,0,0,0,0,0,2,0,0
46108,ชาวนาบุกเบิก,37,1011,1001,444417333,716416444,444444777,444444444,1,6,3,121,4948,610,68,10,12,68,66,14,0,0,2,11022,0,0,26097,26097,26097,0,0,0,0,0,2,0,0
46109,ชาวนาหม่าหาน,37,1238,1001,662000333,662000333,555555663,553444444,1,8,14,125,5066,627,63,10,12,73,66,14,0,0,1,10023,0,0,26255,26255,26241,0,0,0,0,0,2,0,0
46110,ผีเขียวร้าย,37,1508,1001,417444444,146528237,555049444,444444444,1,0,0,126,5104,631,63,10,22,62,66,14,0,0,2,11022,0,0,26241,26241,26255,0,0,0,0,0,2,0,0
46111,แม่มดหม่าหาน,37,1179,1001,444856433,653444444,623444444,621444444,1,19,21,126,5104,631,63,10,65,12,66,14,0,0,3,12021,0,0,26242,26242,26256,0,0,0,0,0,2,0,0
46112,พ่อมดมาร,37,1359,1001,444171555,444444444,263444254,176555265,1,0,0,125,5066,627,63,10,65,20,66,14,0,0,4,13022,0,0,26256,26256,26242,0,0,0,0,0,2,0,0
46113,โจรเลี้ยงเสือ,37,1342,1001,444444533,852762554,444444655,652444444,1,6,2,130,5296,648,69,10,13,70,67,15,0,0,1,10023,0,0,26275,26275,26286,0,0,0,0,0,2,0,0
46114,หญิงเลี้ยงงู,37,1542,1001,444338333,444444444,338751444,444444444,1,22,1,131,5334,658,69,11,15,69,65,15,0,0,2,11023,0,0,27092,27092,27123,0,0,0,0,0,2,0,0
46115,เสือกลายคน,37,1254,1001,444444642,632444444,444444444,444444444,1,0,0,131,5334,645,69,9,13,71,67,15,0,0,3,12022,0,0,26286,26286,26275,0,0,0,0,0,2,0,0
46116,งูครีบปีก,37,1302,1001,444444575,162165444,444444444,444444444,1,0,0,130,5296,654,69,11,13,69,67,15,0,0,4,13023,0,0,27123,27123,27092,0,0,0,0,0,2,0,0
46117,ขุนพลเกราะหวาย,37,1601,1001,444444333,666322444,444444444,331444444,1,20,2,135,5485,675,69,11,13,69,67,15,0,0,1,10023,0,0,26275,26275,26286,0,0,0,0,0,2,0,0
46118,ช้างศึกหมาน,37,1468,1001,444444111,311651444,744444444,444444444,1,0,0,135,5485,675,69,11,13,69,67,15,0,0,3,12022,0,0,27092,27092,27123,0,0,0,0,0,2,0,0
46119,คนหมานเสือ,37,1606,1001,444226445,444444444,338467444,237447444,1,20,9,136,5523,679,69,11,13,69,67,15,0,0,2,11023,0,0,26286,26286,26275,0,0,0,0,0,2,0,0
46120,เสือร้ายหมาน,37,1641,1001,444444243,444733444,444444444,444444444,1,0,0,136,5523,679,69,11,13,69,67,15,0,0,4,13023,0,0,27123,27123,27092,0,0,0,0,0,2,0,0
46121,ช้างอิ๋นเคิง,37,1468,1001,444444667,327542444,225444444,444444444,1,0,0,140,5675,696,69,11,13,69,67,15,0,0,1,10023,0,0,26276,26276,26287,0,0,0,0,0,2,0,0
46122,ทหารหมานกินคน,37,1609,1001,423444222,634644533,733444634,744644444,1,1,1,140,5675,696,69,11,13,69,67,15,0,0,3,12022,0,0,26287,26287,26276,0,0,0,0,0,2,0,0
46123,งูพิษดูดเลือด,37,1226,1001,444444666,225444444,444444444,444444444,1,0,0,141,5713,700,69,11,13,69,67,15,0,0,2,11023,0,0,26327,26327,26174,0,0,0,0,0,2,0,0
46124,ขุนพลหมานหวาย,37,1595,1001,454444454,474575565,676646444,352444444,1,2,3,141,5713,700,69,11,13,69,67,15,0,0,4,13023,0,0,26174,26174,26327,0,0,0,0,0,2,0,0
46125,ขุนนินจาดิน,37,1659,1001,444444555,761444761,555555541,444444444,1,20,14,145,5861,716,73,10,13,73,68,16,0,0,1,10021,0,0,26174,26174,26276,0,0,0,0,0,2,0,0
46126,ขุนนินจาน้ำ,37,1659,1001,444444555,225444226,555127225,444444444,1,20,14,146,5929,713,73,10,13,73,68,16,0,0,2,11022,0,0,26276,26276,26174,0,0,0,0,0,2,0,0
46127,ขุนนินจาไฟ,37,1659,1001,444444555,512444623,555533413,444444444,1,20,14,146,5930,714,73,10,73,13,68,16,0,0,3,12026,0,0,26327,26327,26287,0,0,0,0,0,2,0,0
46128,ขุนนินจาลม,37,1659,1001,444444555,252444364,555254353,444444444,1,20,14,145,5893,710,73,10,73,13,68,16,0,0,4,13023,0,0,26287,26287,26327,0,0,0,0,0,2,0,0
46129,ชีเวทเต๋า,37,1011,1001,444555333,743444444,444444654,644444444,1,6,1,150,6077,729,73,10,73,13,68,16,0,0,1,10023,0,0,26174,26174,26276,0,0,0,0,0,2,0,0
46130,คนไม้วิญญาณ,37,1623,1001,135226222,444444444,444444444,446444444,1,31,2,151,6118,734,73,10,73,13,68,16,0,0,2,11023,0,0,26276,26276,26174,29252,0,0,0,0,2,0,0
46131,กระโหลกเวทมาร,37,1361,1001,444444555,634734444,444444544,444444444,1,0,0,151,6119,734,73,10,13,73,68,16,0,0,3,12022,0,0,26327,26327,26287,0,0,0,0,0,2,0,0
46132,สิงหเกราะชั่ว,37,1670,1001,444222333,444265444,444444444,444444444,1,0,0,150,6082,730,73,10,13,73,68,16,0,0,4,13024,0,0,26287,26287,26327,0,0,0,0,0,2,0,0
46133,ปีศาจขวาน,37,1491,1001,541444243,444444541,444555541,333333444,1,8,9,155,6284,765,75,12,15,75,70,18,0,0,1,10021,0,0,26288,26288,26328,0,29336,0,0,0,2,0,0
46134,ปีศาจพัด,37,1729,1001,135444253,444128444,444444444,134333444,1,19,7,156,6322,769,75,12,75,15,70,18,0,0,2,11023,0,0,26328,26328,26288,0,29336,0,0,0,2,0,0
46135,ปีศาจทวน,37,1549,1001,444533243,534834444,533444534,534444444,1,24,6,156,6322,769,75,12,15,75,70,18,0,0,3,12022,0,0,26289,26289,26329,0,29336,0,0,0,2,0,0
46136,ปีศาจตำรา,37,1427,1001,144444252,555144444,556444344,254444444,1,19,25,155,6284,765,75,12,75,15,70,18,0,0,4,13023,0,0,26329,26329,26289,0,29336,0,0,0,2,0,0
46137,ทหารสวรรค์ใต้,37,1280,1001,444444444,444111761,444542444,444444444,1,20,18,160,6488,800,77,14,17,77,72,20,0,0,1,10021,0,0,26330,26330,26290,0,0,0,0,0,2,0,0
46138,ทหารสวรรค์เหนื,37,1280,1001,444444444,444111761,444336444,444444444,1,20,18,161,6526,804,77,14,17,77,72,20,0,0,2,11022,0,0,26290,26290,26330,0,0,0,0,0,2,0,0
46139,นางฟ้าแห่งโคลง,37,1762,1001,444444444,444444444,444444444,444444444,1,0,0,161,6526,804,77,14,77,17,72,20,0,0,3,12026,0,0,27096,27096,27127,0,0,0,0,0,2,0,0
46140,นางฟ้าแห่งตำรา,37,1763,1001,444444444,444444444,444444444,444444444,1,0,0,160,6488,800,77,14,77,17,72,20,0,0,4,13023,0,0,27127,27127,27096,0,0,0,0,0,2,0,0
46141,นางฟ้าแห่งมารย,37,1760,1001,444444444,444444444,444444444,444444444,1,0,0,165,6691,835,79,16,79,19,74,22,0,0,1,10024,0,0,26268,26268,26270,0,0,0,0,0,2,0,0
46142,นางฟ้าแห่งดนตร,37,1761,1001,444444444,444444444,444444444,444444444,1,0,0,166,6729,839,79,16,79,19,74,22,0,0,2,11023,0,0,26270,26270,26268,0,0,0,0,0,2,0,0
46143,ทหารสวรรค์ตะวั,37,1280,1001,444444444,444111761,444522444,444444444,1,20,18,166,6729,839,79,16,19,79,74,22,0,0,3,12022,0,0,26390,26390,26392,0,0,0,0,0,2,0,0
46144,ทหารสวรรค์ตะวั,37,1280,1001,444444444,444111761,444353444,444444444,1,20,18,165,6691,835,79,16,19,79,74,22,0,0,4,13024,0,0,26392,26392,26390,0,0,0,0,0,2,0,0
47001,เซียนเต่าพันปี,38,1285,1001,444555554,554444246,444444444,444444444,1,0,0,190,1849,909,16,12,233,57,194,48,0,0,1,10011,10024,10025,0,0,0,0,0,0,0,0,2,0,0
47002,ขุนพลตี้เทียน,38,1283,1001,551444444,444444550,444333333,444444444,1,20,1,180,1188,890,12,15,24,232,220,54,0,0,1,10004,10021,10025,0,0,0,0,0,0,0,0,2,0,0
47003,อู๋กัง,38,1287,1001,444760333,760444550,222444444,444444444,1,6,4,182,1441,898,20,15,41,237,198,51,0,0,1,10004,10021,10026,0,0,0,0,0,0,0,0,2,0,0
47004,ภูตนพกาฬ,38,1351,1001,545550556,243444760,444444444,444444444,1,22,2,200,1924,2364,200,200,300,250,250,300,0,0,1,10010,10022,10024,0,0,0,0,0,0,0,0,2,0,0
47005,จ้าวค้างคาวผี,38,1357,1001,444555141,443444444,551444444,444444444,1,0,0,194,1565,970,25,18,216,32,150,42,0,0,1,10010,10012,10016,0,0,0,0,0,0,0,0,2,0,0
47006,เทพอดอยาก,38,1444,1001,444444555,111560660,444444444,444444444,1,0,0,188,1296,960,20,20,41,204,153,33,0,0,1,10021,10025,10026,0,0,0,0,0,0,0,0,2,0,0
47007,สุนัขสวรรค์,38,1305,1001,444540332,544444444,444444444,444444444,1,0,0,184,1227,899,14,14,20,221,91,202,0,0,1,10021,10026,14006,0,0,0,0,0,0,0,0,2,0,0
47008,เง็กเซียน,38,1354,1001,550444544,660661440,444444444,444444444,1,0,0,200,1924,2364,200,200,300,250,250,300,0,0,1,10025,10034,10016,0,0,0,0,0,0,0,0,2,0,0
47009,จิ้งจอกตูจือ,38,1223,1001,444444444,444444444,444444444,444444444,1,0,0,182,1259,898,20,15,41,235,51,200,0,0,1,10003,10004,10006,0,0,0,0,0,0,0,0,2,0,0
47010,เทพไท่ซ่าง,38,1218,1001,146544444,137444246,444444245,147771444,1,0,0,200,1924,2364,200,200,300,250,250,300,0,0,2,11023,11024,20026,0,0,0,0,0,0,0,0,2,0,0
47011,สาวทอผ้า,38,1304,1001,444146555,246146141,444444146,444444444,1,19,0,185,1418,903,14,14,272,61,55,210,0,0,2,11003,11025,11026,0,0,0,0,0,0,0,0,2,0,0
47012,ขุนพลสุ่ยเทียน,38,1283,1001,644444444,444444036,444245134,444444444,1,20,2,180,1188,890,12,15,24,232,220,54,0,0,2,11002,11022,11025,0,0,0,0,0,0,0,0,2,0,0
47013,ขุนพลสวรรค์3ตา,38,1276,1001,444444445,444444057,146555444,444444444,1,20,9,185,1263,918,18,16,22,263,208,41,0,0,2,11002,11022,20026,0,0,0,0,0,0,0,0,2,0,0
47014,เทพมารดร,38,1355,1001,444444555,159494444,666069444,256444444,1,0,0,200,1924,2364,200,200,300,250,250,300,0,0,2,11034,20019,11016,0,0,0,0,0,0,0,0,2,0,0
47015,เต่าเทพปฏิภาณ,38,1285,1001,444666147,146444911,444444151,444444444,1,0,0,182,1259,898,20,15,235,41,51,200,0,0,2,11003,11008,11011,0,0,0,0,0,0,0,0,2,0,0
47016,เทพไท่ไป๋,38,1278,1001,522444444,511555245,411444511,444444444,1,2,19,200,1924,2364,200,200,300,250,250,300,0,0,3,12026,12034,20014,0,0,0,0,0,0,0,0,2,0,0
47017,นาจา,38,1275,1001,444551544,444444444,444444533,555444444,1,0,0,192,1513,955,20,17,34,261,54,244,0,0,3,12022,12024,12016,0,0,0,0,0,0,0,0,2,0,0
47018,ขุนพลหั่วเทียน,38,1283,1001,544444444,444444540,444511500,444444444,1,20,4,180,1188,890,12,15,24,232,220,54,0,0,3,12009,12022,12025,0,0,0,0,0,0,0,0,2,0,0
47019,เซียนเสือคน,38,1316,1001,444444522,666777356,555640444,444444444,1,0,0,191,1285,943,16,16,32,234,201,59,0,0,3,12015,12022,12025,0,0,0,0,0,0,0,0,2,0,0
47020,มัจจุราช,38,1428,1001,444555222,555874511,555544411,444444444,1,7,10,200,1924,2364,200,200,200,200,200,200,0,0,3,12015,12030,12032,0,0,0,0,0,0,0,0,2,0,0
47021,มาลาเตา,38,1505,1001,444444333,444444444,422555611,444444444,1,0,0,194,1318,948,18,15,35,277,245,45,0,0,3,12015,12022,12025,0,0,0,0,0,0,0,0,2,0,0
47022,เทพดาวใต้,38,1116,1001,711553555,444511444,444444511,444444444,1,2,9,200,1924,2364,200,200,300,250,250,300,0,0,3,12028,12034,20014,0,0,0,0,0,0,0,0,2,0,0
47023,เทพเอ้อหลาง,38,1297,1001,444141555,444444151,345455444,444444444,1,20,22,194,1512,948,18,15,35,277,55,235,0,0,4,13024,13033,13015,0,0,0,0,0,0,0,0,2,0,0
47024,เต่าวิเศษพันปี,38,1284,1001,444242040,444444444,141242444,444444444,1,0,0,184,1227,877,14,11,224,58,196,46,0,0,4,13011,13022,13023,0,0,0,0,0,0,0,0,2,0,0
47025,ขุนพลฟงเทียน,38,1283,1001,444444444,444444141,444555141,444444444,1,20,6,180,1188,890,12,15,24,232,220,54,0,0,4,13003,13024,13025,0,0,0,0,0,0,0,0,2,0,0
47026,ฉางเอ๋อ,38,1304,1001,444242553,151146444,744444060,444444444,1,19,0,193,1498,951,17,16,276,33,65,232,0,0,4,13005,13020,13031,0,0,0,0,0,0,0,0,2,0,0
47027,เจ้าชายมังกร,38,1306,1001,444141544,161141444,444444151,444444444,1,20,16,190,1279,954,16,18,33,262,223,74,0,0,4,13003,13022,13023,0,0,0,0,0,0,0,0,2,0,0
47028,เทพดาวเหนือ,38,1052,1001,778666444,896444666,444444555,444444444,1,7,0,200,1924,2364,200,200,300,250,250,300,0,0,4,13021,13031,20027,0,0,0,0,0,0,0,0,2,0,0
47029,โจวกง,38,1431,1001,444444444,685555481,550444777,444444444,1,2,20,200,1924,2364,200,200,300,250,250,300,0,0,4,13027,13029,13015,0,0,0,0,0,0,0,0,2,0,0
47030,เทพสายฟ้า,38,1700,1001,444444444,524534444,651444444,711444444,1,0,0,185,1283,1213,121,56,88,151,177,99,0,0,3,12006,12010,12022,0,0,0,0,0,0,0,0,2,0,0
47031,เทพธิดาสายฟ้า,38,1701,1001,535524544,444333556,444444444,555444444,1,0,0,185,1223,1368,113,77,111,66,105,138,0,0,3,12009,12010,12022,0,0,0,0,0,0,0,0,2,0,0
47032,จ้าวมังกรทะเลต,38,1699,1001,444555352,444444444,252555444,254444444,1,8,26,190,1662,1934,170,150,166,180,96,134,0,0,4,13009,13010,20027,0,0,0,0,0,0,0,0,2,0,0
